ID,Healthcare,Utilities,Technology,Industrials,Financials,Consumer Goods,Basic Materials,Consumer Services,Oil & Gas,Telecommunications,Idiosyncratic
45951,25%,0%,0%,0%,0%,0%,0%,0%,0%,45%,30%
38602,0%,0%,0%,0%,65%,0%,0%,0%,0%,0%,35%
40535,10%,0%,0%,0%,0%,5%,0%,0%,40%,0%,45%
37822,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
52460,0%,0%,0%,0%,0%,5%,15%,0%,55%,0%,25%
49330,45%,0%,0%,0%,5%,30%,0%,0%,0%,0%,20%
46276,0%,45%,0%,0%,25%,0%,0%,0%,0%,5%,25%
31252,0%,65%,0%,0%,0%,0%,0%,0%,0%,20%,15%
39781,0%,0%,0%,35%,5%,0%,0%,20%,0%,0%,40%
51318,0%,0%,0%,0%,45%,0%,10%,0%,0%,0%,45%
48760,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,50%
31336,0%,0%,0%,0%,0%,0%,35%,35%,0%,0%,30%
56082,0%,0%,0%,50%,0%,15%,0%,0%,0%,0%,35%
39359,0%,0%,0%,0%,0%,50%,0%,30%,0%,0%,20%
59037,5%,50%,20%,0%,0%,0%,0%,0%,0%,0%,25%
43799,15%,0%,0%,0%,25%,10%,0%,0%,0%,0%,50%
31289,0%,0%,5%,50%,0%,5%,0%,0%,0%,0%,40%
35318,0%,0%,0%,20%,0%,0%,0%,0%,50%,0%,30%
32156,0%,0%,0%,0%,0%,0%,0%,5%,80%,0%,15%
52598,10%,0%,0%,50%,0%,0%,0%,0%,0%,0%,40%
53087,0%,0%,0%,0%,0%,0%,0%,0%,70%,15%,15%
58932,0%,0%,0%,0%,0%,0%,0%,0%,15%,45%,40%
33582,0%,35%,0%,5%,0%,0%,0%,0%,15%,0%,45%
45936,0%,0%,15%,0%,40%,0%,0%,0%,0%,0%,45%
60729,0%,0%,0%,0%,0%,0%,20%,0%,40%,15%,25%
35710,0%,0%,0%,0%,0%,0%,80%,0%,0%,0%,20%
47004,15%,0%,0%,10%,30%,0%,0%,0%,0%,0%,45%
53395,55%,0%,0%,0%,10%,0%,0%,0%,15%,0%,20%
40371,0%,0%,0%,0%,0%,30%,0%,0%,0%,55%,15%
31026,5%,0%,45%,0%,0%,0%,0%,5%,0%,0%,45%
51473,55%,5%,0%,0%,0%,0%,0%,10%,0%,0%,30%
41109,0%,30%,0%,0%,20%,0%,0%,0%,0%,0%,50%
44191,0%,0%,10%,0%,0%,0%,0%,25%,45%,0%,20%
44948,0%,0%,0%,0%,0%,70%,0%,0%,0%,0%,30%
49602,0%,0%,0%,0%,0%,0%,10%,0%,45%,0%,45%
38716,15%,0%,0%,0%,45%,0%,0%,0%,0%,0%,40%
47427,0%,0%,50%,0%,0%,0%,0%,0%,0%,20%,30%
59650,25%,0%,0%,5%,25%,0%,0%,0%,0%,0%,45%
43618,70%,0%,0%,0%,0%,15%,0%,0%,0%,0%,15%
60036,0%,0%,0%,0%,0%,0%,30%,0%,25%,0%,45%
48989,0%,15%,0%,0%,0%,0%,10%,0%,50%,0%,25%
31595,0%,0%,65%,0%,0%,10%,0%,10%,0%,0%,15%
36664,0%,0%,0%,10%,0%,0%,75%,0%,0%,0%,15%
52877,0%,0%,40%,0%,0%,0%,0%,20%,0%,0%,40%
58169,0%,0%,15%,0%,0%,0%,0%,55%,0%,0%,30%
48974,0%,0%,20%,0%,0%,35%,0%,0%,0%,0%,45%
59251,0%,30%,15%,0%,0%,0%,0%,0%,35%,0%,20%
52414,0%,0%,25%,0%,0%,0%,0%,0%,50%,0%,25%
55668,0%,0%,0%,0%,20%,0%,0%,45%,0%,0%,35%
34198,0%,0%,0%,0%,45%,0%,0%,0%,30%,5%,20%
59134,10%,0%,0%,0%,0%,0%,0%,40%,0%,0%,50%
57672,0%,0%,0%,0%,30%,10%,0%,35%,0%,0%,25%
60587,0%,0%,0%,0%,0%,0%,65%,0%,0%,10%,25%
40904,0%,5%,40%,0%,0%,0%,0%,0%,40%,0%,15%
52094,0%,55%,0%,0%,0%,0%,10%,0%,0%,0%,35%
42414,0%,40%,0%,15%,0%,0%,0%,0%,0%,0%,45%
40526,0%,5%,0%,0%,0%,0%,0%,0%,0%,55%,40%
31322,0%,0%,0%,50%,0%,0%,0%,0%,5%,0%,45%
37199,30%,0%,0%,0%,0%,0%,0%,0%,0%,30%,40%
39550,0%,15%,0%,0%,5%,0%,40%,0%,0%,0%,40%
37197,0%,0%,0%,0%,0%,0%,0%,55%,0%,0%,45%
34811,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,50%
44466,0%,0%,45%,0%,0%,0%,0%,0%,0%,30%,25%
41405,40%,0%,15%,0%,0%,0%,0%,0%,0%,0%,45%
60441,10%,5%,0%,50%,0%,0%,0%,0%,0%,0%,35%
44182,0%,20%,0%,0%,0%,40%,0%,0%,0%,5%,35%
60554,0%,0%,5%,0%,0%,30%,0%,0%,45%,0%,20%
38486,45%,0%,0%,10%,0%,0%,0%,0%,0%,0%,45%
40402,0%,0%,0%,0%,0%,0%,70%,0%,0%,0%,30%
49091,0%,0%,0%,0%,0%,20%,0%,0%,60%,0%,20%
50745,0%,45%,0%,10%,0%,0%,15%,0%,0%,0%,30%
40873,0%,0%,0%,0%,5%,60%,0%,0%,0%,0%,35%
49380,0%,0%,0%,0%,15%,0%,10%,0%,55%,0%,20%
58957,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,50%
51503,20%,0%,0%,50%,0%,0%,0%,0%,0%,0%,30%
54316,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
41492,0%,0%,0%,0%,35%,0%,0%,30%,15%,0%,20%
44173,25%,0%,0%,0%,0%,0%,0%,0%,35%,0%,40%
38816,0%,65%,0%,5%,0%,0%,0%,0%,0%,0%,30%
45431,0%,15%,0%,10%,0%,0%,0%,60%,0%,0%,15%
33391,20%,0%,0%,0%,0%,0%,0%,0%,60%,0%,20%
53009,0%,0%,0%,0%,0%,0%,0%,15%,65%,0%,20%
59032,0%,0%,45%,0%,0%,0%,0%,30%,0%,0%,25%
54388,0%,0%,50%,0%,0%,0%,10%,0%,0%,0%,40%
41396,0%,0%,0%,0%,0%,0%,65%,0%,0%,0%,35%
41261,0%,0%,0%,65%,15%,0%,0%,0%,0%,0%,20%
47108,20%,0%,0%,50%,15%,0%,0%,0%,0%,0%,15%
45176,0%,0%,45%,15%,10%,0%,0%,0%,0%,0%,30%
51957,0%,5%,15%,50%,0%,0%,0%,0%,0%,0%,30%
37056,0%,15%,0%,0%,0%,0%,15%,0%,0%,45%,25%
33296,0%,35%,0%,0%,0%,0%,0%,10%,0%,5%,50%
31396,0%,0%,0%,0%,75%,0%,0%,5%,0%,0%,20%
34322,20%,0%,0%,0%,50%,0%,0%,0%,0%,0%,30%
34520,0%,70%,0%,0%,0%,0%,0%,0%,0%,0%,30%
54706,0%,10%,40%,15%,0%,0%,0%,0%,0%,0%,35%
30134,0%,0%,0%,0%,0%,45%,0%,0%,0%,25%,30%
38480,0%,0%,45%,0%,0%,0%,0%,0%,15%,0%,40%
48070,0%,0%,0%,0%,0%,0%,45%,20%,0%,0%,35%
31626,0%,0%,0%,45%,0%,0%,10%,0%,0%,0%,45%
55313,0%,70%,0%,0%,0%,0%,0%,10%,0%,0%,20%
42981,0%,0%,0%,0%,70%,0%,0%,0%,0%,0%,30%
50155,0%,0%,10%,0%,0%,0%,40%,0%,0%,0%,50%
36484,0%,30%,0%,0%,0%,0%,0%,35%,0%,0%,35%
56373,0%,0%,10%,40%,0%,0%,5%,0%,0%,0%,45%
59631,0%,0%,20%,25%,0%,0%,10%,0%,0%,0%,45%
59853,0%,0%,0%,0%,0%,20%,0%,0%,40%,10%,30%
38579,45%,0%,0%,15%,0%,0%,0%,0%,0%,0%,40%
49525,0%,0%,0%,0%,0%,0%,0%,10%,45%,0%,45%
40642,0%,0%,0%,0%,75%,0%,0%,0%,0%,0%,25%
32840,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
31963,0%,0%,65%,0%,5%,0%,0%,0%,0%,0%,30%
37377,15%,45%,0%,0%,0%,0%,0%,0%,0%,0%,40%
34229,0%,0%,0%,0%,0%,0%,0%,0%,70%,10%,20%
44261,0%,0%,5%,0%,0%,0%,0%,0%,0%,65%,30%
43839,65%,0%,0%,0%,15%,0%,0%,0%,0%,5%,15%
45034,0%,10%,0%,0%,55%,0%,0%,0%,0%,0%,35%
55831,0%,0%,0%,0%,0%,0%,20%,0%,0%,65%,15%
55291,0%,0%,15%,0%,0%,50%,0%,0%,10%,0%,25%
59543,0%,0%,0%,0%,10%,0%,20%,0%,0%,35%,35%
55781,0%,30%,0%,0%,0%,0%,30%,0%,0%,0%,40%
55478,5%,0%,0%,0%,0%,0%,0%,60%,0%,0%,35%
46258,0%,0%,0%,0%,0%,10%,0%,20%,50%,0%,20%
46129,0%,15%,25%,0%,40%,0%,0%,0%,0%,0%,20%
53830,0%,40%,30%,0%,0%,15%,0%,0%,0%,0%,15%
49658,0%,20%,15%,0%,0%,0%,0%,40%,0%,0%,25%
53214,5%,0%,0%,0%,0%,0%,0%,45%,0%,0%,50%
34436,0%,0%,0%,0%,0%,0%,0%,55%,0%,0%,45%
58368,0%,0%,60%,0%,0%,0%,0%,0%,0%,0%,40%
31426,0%,0%,0%,0%,0%,0%,0%,0%,55%,25%,20%
35644,0%,0%,0%,0%,0%,0%,5%,0%,60%,0%,35%
40724,40%,0%,0%,0%,20%,0%,0%,0%,0%,15%,25%
55404,5%,65%,0%,0%,0%,0%,0%,0%,0%,0%,30%
39832,0%,0%,0%,0%,25%,0%,25%,0%,0%,0%,50%
55547,0%,60%,0%,15%,0%,0%,5%,0%,0%,0%,20%
57385,0%,0%,0%,45%,30%,0%,0%,0%,0%,0%,25%
39748,0%,10%,0%,0%,0%,0%,0%,40%,0%,0%,50%
47309,0%,0%,0%,0%,0%,55%,10%,0%,20%,0%,15%
60029,0%,40%,0%,0%,0%,45%,0%,0%,0%,0%,15%
46783,0%,30%,0%,0%,0%,35%,0%,0%,5%,0%,30%
48645,0%,45%,0%,0%,0%,10%,0%,0%,0%,5%,40%
43576,0%,45%,0%,0%,15%,0%,0%,0%,0%,0%,40%
55204,0%,0%,0%,10%,0%,0%,0%,5%,50%,0%,35%
36777,0%,0%,5%,0%,15%,0%,0%,55%,0%,0%,25%
32802,0%,0%,0%,55%,0%,0%,0%,0%,0%,0%,45%
43794,0%,35%,0%,0%,0%,0%,25%,5%,0%,0%,35%
45150,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%
51363,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
43764,0%,10%,0%,65%,0%,0%,0%,0%,0%,0%,25%
46387,0%,0%,20%,50%,0%,0%,0%,0%,0%,0%,30%
57990,0%,0%,0%,0%,45%,0%,0%,40%,0%,0%,15%
48732,0%,0%,0%,35%,0%,0%,0%,0%,20%,0%,45%
43392,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
55441,0%,0%,0%,0%,5%,60%,0%,0%,0%,0%,35%
32636,0%,5%,0%,0%,0%,0%,0%,0%,45%,0%,50%
35977,45%,0%,0%,0%,0%,0%,0%,0%,0%,10%,45%
58421,0%,0%,0%,0%,0%,0%,0%,45%,10%,25%,20%
53722,10%,0%,0%,0%,10%,0%,0%,0%,0%,45%,35%
44643,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,50%
55465,0%,0%,70%,0%,0%,0%,0%,0%,0%,0%,30%
30019,0%,0%,0%,0%,0%,0%,35%,0%,15%,0%,50%
34914,0%,0%,0%,0%,0%,60%,0%,0%,0%,25%,15%
53371,20%,0%,0%,40%,0%,0%,0%,0%,0%,0%,40%
51853,0%,0%,45%,0%,0%,0%,0%,0%,30%,0%,25%
38915,0%,0%,0%,50%,0%,0%,0%,0%,0%,25%,25%
55863,0%,10%,0%,0%,0%,0%,0%,0%,45%,0%,45%
33649,0%,0%,50%,0%,0%,0%,5%,0%,0%,0%,45%
49790,45%,0%,25%,0%,0%,0%,0%,0%,0%,0%,30%
57065,0%,0%,40%,0%,0%,0%,10%,0%,0%,0%,50%
40153,0%,55%,0%,0%,0%,0%,0%,0%,20%,0%,25%
41143,0%,0%,20%,0%,0%,0%,45%,0%,0%,0%,35%
31486,0%,0%,0%,0%,0%,0%,0%,0%,45%,5%,50%
36055,10%,0%,0%,0%,0%,0%,0%,20%,0%,45%,25%
57412,0%,0%,0%,25%,50%,0%,0%,0%,0%,0%,25%
54326,40%,0%,0%,0%,0%,0%,0%,0%,0%,10%,50%
38238,0%,0%,0%,0%,0%,50%,0%,0%,35%,0%,15%
48469,0%,0%,0%,25%,35%,0%,0%,5%,0%,0%,35%
57900,0%,0%,0%,55%,0%,0%,0%,0%,0%,0%,45%
48709,70%,15%,0%,0%,0%,0%,0%,0%,0%,0%,15%
55308,0%,40%,0%,0%,0%,0%,40%,0%,0%,0%,20%
50776,15%,0%,0%,55%,0%,0%,0%,0%,0%,0%,30%
53833,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%
49046,0%,0%,0%,0%,20%,40%,0%,0%,10%,0%,30%
30448,0%,0%,45%,0%,0%,0%,20%,0%,0%,0%,35%
56956,50%,0%,10%,0%,0%,0%,0%,0%,0%,0%,40%
41559,5%,50%,0%,0%,0%,0%,0%,0%,0%,0%,45%
46015,0%,0%,0%,0%,0%,0%,40%,20%,20%,0%,20%
56755,0%,0%,0%,0%,35%,0%,5%,0%,0%,10%,50%
39388,0%,0%,0%,0%,0%,0%,0%,10%,55%,0%,35%
32834,45%,10%,0%,0%,0%,0%,0%,25%,0%,0%,20%
48434,0%,0%,0%,0%,60%,0%,0%,0%,0%,0%,40%
45662,0%,0%,0%,55%,0%,0%,10%,0%,0%,0%,35%
56588,0%,5%,0%,30%,0%,0%,0%,0%,0%,50%,15%
47244,0%,60%,0%,0%,0%,0%,10%,0%,0%,10%,20%
34064,0%,45%,0%,0%,0%,15%,0%,0%,0%,0%,40%
30809,0%,0%,0%,0%,0%,40%,5%,0%,30%,0%,25%
59807,60%,0%,0%,0%,0%,0%,0%,0%,0%,0%,40%
50351,0%,0%,0%,0%,40%,0%,15%,0%,0%,30%,15%
34557,0%,0%,0%,0%,10%,0%,0%,5%,0%,35%,50%
47431,0%,40%,0%,0%,0%,0%,0%,0%,15%,15%,30%
58370,0%,0%,0%,0%,40%,0%,10%,0%,0%,0%,50%
45998,0%,0%,0%,0%,0%,55%,0%,0%,0%,0%,45%
40919,0%,0%,0%,25%,0%,0%,45%,15%,0%,0%,15%
47490,0%,0%,0%,35%,0%,30%,0%,0%,0%,0%,35%
52497,0%,5%,0%,10%,0%,0%,0%,40%,0%,0%,45%
53617,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,50%
31604,0%,60%,0%,0%,20%,0%,0%,0%,0%,0%,20%
32813,0%,0%,0%,10%,0%,0%,0%,70%,0%,0%,20%
33999,0%,0%,15%,0%,0%,0%,0%,0%,0%,50%,35%
42880,0%,0%,0%,30%,0%,0%,0%,0%,20%,0%,50%
53029,0%,20%,5%,0%,0%,0%,50%,0%,0%,0%,25%
45775,0%,0%,45%,15%,0%,10%,0%,0%,0%,0%,30%
51925,20%,0%,35%,0%,0%,0%,0%,0%,0%,0%,45%
36658,0%,35%,0%,0%,0%,0%,45%,0%,0%,0%,20%
48450,0%,0%,0%,0%,0%,0%,15%,0%,50%,0%,35%
45859,0%,0%,0%,0%,40%,0%,0%,0%,0%,20%,40%
30839,0%,0%,0%,30%,0%,0%,30%,0%,0%,0%,40%
32327,25%,0%,50%,0%,0%,0%,0%,0%,0%,0%,25%
32340,0%,0%,0%,0%,10%,0%,50%,0%,25%,0%,15%
41359,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,50%
55657,30%,0%,0%,55%,0%,0%,0%,0%,0%,0%,15%
54077,0%,0%,60%,5%,0%,5%,0%,0%,0%,0%,30%
30223,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,50%
42335,0%,0%,0%,0%,0%,15%,40%,0%,0%,0%,45%
55317,0%,0%,0%,0%,0%,65%,0%,0%,0%,0%,35%
59883,0%,0%,0%,5%,0%,0%,0%,25%,50%,0%,20%
60344,0%,0%,0%,0%,45%,0%,0%,0%,15%,0%,40%
55939,5%,0%,0%,0%,80%,0%,0%,0%,0%,0%,15%
35751,0%,0%,5%,0%,40%,0%,0%,5%,0%,0%,50%
31274,20%,0%,0%,5%,60%,0%,0%,0%,0%,0%,15%
36518,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,50%
44015,0%,0%,0%,0%,20%,0%,65%,0%,0%,0%,15%
53804,0%,0%,25%,0%,55%,0%,0%,0%,0%,0%,20%
59736,0%,0%,5%,0%,5%,0%,0%,0%,55%,0%,35%
47882,0%,0%,0%,25%,0%,0%,35%,0%,0%,0%,40%
31670,0%,0%,0%,0%,0%,65%,0%,0%,0%,0%,35%
55669,0%,0%,0%,0%,0%,0%,65%,0%,0%,0%,35%
46531,0%,0%,0%,0%,0%,0%,0%,0%,55%,0%,45%
44804,0%,5%,30%,0%,0%,0%,45%,0%,0%,0%,20%
30580,0%,0%,0%,60%,0%,0%,0%,0%,0%,10%,30%
42242,55%,0%,10%,0%,0%,15%,0%,0%,0%,0%,20%
41163,0%,65%,0%,0%,10%,0%,0%,0%,0%,0%,25%
36938,0%,0%,0%,0%,45%,5%,0%,0%,20%,0%,30%
32658,0%,30%,0%,0%,0%,0%,0%,0%,35%,0%,35%
53610,0%,5%,0%,0%,45%,0%,0%,0%,0%,20%,30%
44151,0%,40%,0%,0%,0%,0%,35%,5%,0%,0%,20%
46205,45%,0%,0%,0%,0%,0%,30%,0%,10%,0%,15%
58023,0%,0%,0%,20%,0%,0%,30%,0%,0%,0%,50%
49088,0%,0%,10%,0%,70%,0%,0%,0%,0%,0%,20%
53841,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,50%
32126,0%,0%,0%,0%,5%,75%,0%,0%,0%,0%,20%
48258,0%,0%,15%,0%,10%,0%,0%,0%,50%,0%,25%
52138,10%,0%,50%,10%,0%,0%,0%,0%,0%,0%,30%
38617,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,50%
53408,0%,0%,0%,10%,0%,15%,0%,45%,0%,0%,30%
32564,25%,0%,0%,0%,0%,0%,0%,0%,30%,0%,45%
55107,0%,0%,0%,0%,0%,0%,0%,0%,25%,30%,45%
53163,0%,0%,20%,0%,0%,35%,0%,15%,0%,0%,30%
44593,0%,0%,5%,0%,0%,0%,0%,45%,35%,0%,15%
40896,0%,0%,0%,0%,0%,45%,35%,0%,0%,0%,20%
40059,40%,0%,0%,0%,20%,0%,0%,0%,0%,25%,15%
54318,0%,0%,0%,0%,0%,0%,20%,5%,50%,0%,25%
56167,0%,0%,0%,0%,0%,0%,0%,55%,0%,20%,25%
57680,0%,0%,0%,0%,0%,0%,0%,50%,0%,20%,30%
53280,0%,0%,0%,0%,5%,55%,0%,0%,0%,0%,40%
43431,0%,0%,0%,0%,65%,0%,0%,0%,0%,0%,35%
60538,0%,0%,0%,0%,0%,0%,0%,0%,60%,0%,40%
44503,0%,30%,0%,0%,0%,0%,0%,30%,5%,0%,35%
55677,0%,15%,0%,0%,0%,0%,55%,0%,0%,0%,30%
43993,0%,30%,0%,0%,10%,0%,25%,0%,0%,0%,35%
43536,0%,0%,0%,0%,0%,5%,45%,0%,0%,0%,50%
52126,0%,0%,0%,0%,15%,45%,0%,0%,0%,0%,40%
30834,0%,0%,25%,0%,55%,0%,0%,0%,0%,0%,20%
48394,0%,65%,0%,0%,0%,0%,0%,0%,0%,0%,35%
54583,0%,0%,0%,10%,0%,0%,55%,0%,15%,0%,20%
48475,0%,0%,0%,0%,0%,0%,20%,45%,10%,0%,25%
34714,0%,0%,0%,0%,0%,50%,10%,0%,0%,0%,40%
52895,0%,15%,0%,0%,0%,0%,0%,0%,0%,35%,50%
47471,0%,80%,0%,0%,0%,0%,0%,0%,0%,0%,20%
50058,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
42905,0%,0%,50%,0%,0%,10%,0%,10%,0%,0%,30%
38888,0%,0%,0%,45%,15%,0%,0%,0%,0%,0%,40%
52542,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
56797,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
54585,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,50%
37902,0%,0%,45%,0%,0%,0%,0%,0%,15%,0%,40%
57645,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
37970,0%,0%,0%,0%,20%,0%,0%,0%,45%,0%,35%
34513,0%,0%,0%,0%,50%,0%,0%,0%,15%,10%,25%
41151,0%,0%,0%,0%,5%,0%,0%,40%,10%,0%,45%
48502,0%,70%,0%,0%,0%,5%,0%,0%,0%,0%,25%
39420,0%,0%,0%,30%,0%,30%,5%,0%,0%,0%,35%
49723,0%,0%,30%,0%,40%,0%,0%,0%,0%,0%,30%
60304,0%,0%,0%,0%,0%,0%,60%,0%,0%,0%,40%
59871,35%,35%,0%,0%,0%,0%,0%,10%,0%,0%,20%
53334,0%,35%,0%,20%,0%,0%,15%,0%,0%,0%,30%
60164,0%,20%,0%,5%,40%,0%,0%,0%,0%,0%,35%
44934,0%,30%,20%,0%,0%,0%,0%,0%,0%,0%,50%
43855,0%,0%,0%,0%,0%,0%,0%,35%,30%,5%,30%
43733,0%,0%,0%,0%,35%,0%,35%,0%,0%,0%,30%
41134,0%,10%,0%,55%,0%,0%,0%,0%,0%,0%,35%
54741,40%,0%,0%,15%,15%,0%,0%,0%,0%,0%,30%
57638,15%,0%,60%,0%,0%,0%,0%,0%,0%,0%,25%
50649,0%,0%,0%,10%,0%,0%,0%,35%,0%,10%,45%
37886,0%,0%,35%,0%,0%,40%,0%,0%,10%,0%,15%
33942,0%,0%,0%,5%,45%,0%,0%,0%,0%,0%,50%
50935,50%,0%,0%,0%,0%,0%,0%,0%,35%,0%,15%
59598,0%,0%,0%,0%,0%,0%,5%,55%,0%,0%,40%
56181,10%,50%,0%,0%,0%,0%,10%,0%,0%,0%,30%
30592,0%,5%,0%,50%,15%,0%,0%,0%,0%,0%,30%
35158,5%,0%,0%,50%,0%,0%,0%,0%,0%,0%,45%
59461,0%,0%,0%,0%,35%,0%,0%,0%,0%,35%,30%
36723,55%,0%,0%,0%,0%,0%,20%,0%,0%,0%,25%
35704,0%,0%,75%,0%,0%,0%,0%,0%,0%,0%,25%
59539,0%,40%,0%,0%,35%,0%,10%,0%,0%,0%,15%
36487,0%,0%,45%,0%,5%,0%,0%,0%,30%,0%,20%
41206,0%,15%,0%,0%,0%,0%,0%,45%,0%,0%,40%
46351,0%,0%,20%,0%,0%,40%,0%,0%,0%,0%,40%
45444,0%,0%,0%,65%,0%,0%,0%,0%,10%,0%,25%
55247,0%,0%,0%,0%,0%,0%,0%,0%,45%,15%,40%
48024,10%,0%,0%,0%,0%,0%,5%,40%,0%,0%,45%
38387,0%,0%,0%,0%,5%,0%,0%,80%,0%,0%,15%
36629,35%,0%,0%,0%,0%,0%,0%,20%,0%,0%,45%
42394,0%,60%,0%,0%,0%,0%,0%,0%,0%,0%,40%
50217,0%,0%,0%,0%,0%,35%,0%,0%,0%,35%,30%
55234,40%,0%,0%,10%,0%,0%,35%,0%,0%,0%,15%
55206,0%,0%,30%,0%,0%,0%,0%,0%,25%,0%,45%
57007,0%,0%,50%,0%,0%,0%,0%,20%,0%,0%,30%
45123,0%,0%,50%,0%,0%,30%,0%,0%,0%,0%,20%
51829,0%,40%,30%,0%,5%,0%,0%,0%,0%,0%,25%
56240,0%,10%,0%,0%,0%,55%,0%,0%,0%,0%,35%
58494,0%,0%,0%,0%,65%,0%,0%,0%,0%,0%,35%
31144,45%,0%,15%,0%,0%,0%,0%,0%,0%,0%,40%
55608,0%,0%,10%,0%,0%,15%,0%,45%,0%,0%,30%
55823,5%,0%,0%,0%,0%,0%,0%,65%,0%,0%,30%
40123,0%,55%,0%,0%,0%,0%,0%,0%,0%,30%,15%
52333,60%,0%,0%,0%,0%,0%,20%,0%,0%,0%,20%
34871,0%,0%,0%,0%,0%,0%,0%,60%,25%,0%,15%
35738,0%,0%,25%,0%,0%,0%,0%,0%,50%,0%,25%
46020,0%,0%,0%,0%,0%,5%,15%,0%,30%,0%,50%
42566,0%,0%,0%,0%,0%,0%,30%,0%,0%,55%,15%
45622,0%,0%,0%,0%,0%,0%,0%,65%,0%,10%,25%
37963,0%,0%,10%,0%,75%,0%,0%,0%,0%,0%,15%
34152,0%,0%,0%,45%,0%,10%,0%,0%,0%,0%,45%
32928,0%,0%,0%,0%,0%,25%,0%,0%,0%,60%,15%
30049,25%,0%,0%,0%,0%,60%,0%,0%,0%,0%,15%
42642,0%,0%,0%,0%,0%,0%,50%,0%,0%,20%,30%
37308,0%,0%,10%,0%,0%,0%,0%,0%,0%,55%,35%
44548,0%,0%,0%,0%,0%,15%,0%,0%,45%,20%,20%
40667,0%,0%,0%,0%,35%,20%,0%,0%,0%,0%,45%
40243,0%,0%,0%,0%,0%,15%,50%,0%,0%,0%,35%
52586,0%,0%,0%,0%,40%,0%,0%,0%,10%,0%,50%
53951,0%,0%,5%,0%,45%,0%,0%,10%,0%,0%,40%
59289,0%,55%,0%,0%,0%,0%,0%,0%,0%,0%,45%
45103,0%,0%,40%,0%,15%,0%,0%,0%,10%,0%,35%
38737,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,50%
54149,0%,0%,0%,0%,55%,0%,0%,0%,0%,0%,45%
36872,0%,0%,0%,0%,5%,0%,0%,0%,45%,0%,50%
54223,0%,45%,0%,0%,0%,0%,0%,0%,0%,20%,35%
50816,0%,70%,0%,0%,0%,0%,10%,0%,0%,0%,20%
31789,0%,0%,0%,0%,0%,40%,45%,0%,0%,0%,15%
37315,0%,55%,0%,0%,0%,0%,0%,0%,0%,0%,45%
57351,0%,0%,0%,0%,60%,0%,0%,25%,0%,0%,15%
50222,0%,0%,5%,0%,55%,0%,25%,0%,0%,0%,15%
42053,0%,0%,0%,0%,0%,25%,0%,0%,35%,0%,40%
47478,0%,0%,0%,0%,0%,25%,0%,0%,0%,55%,20%
48158,0%,45%,0%,0%,0%,0%,0%,25%,0%,0%,30%
55232,50%,0%,0%,20%,0%,0%,0%,15%,0%,0%,15%
50739,0%,0%,0%,0%,0%,60%,0%,0%,10%,0%,30%
30797,0%,0%,30%,0%,0%,0%,0%,55%,0%,0%,15%
55569,0%,0%,0%,0%,0%,0%,0%,40%,0%,20%,40%
33702,0%,0%,30%,0%,0%,0%,0%,15%,0%,40%,15%
54843,30%,0%,0%,50%,0%,5%,0%,0%,0%,0%,15%
41436,0%,0%,0%,20%,0%,40%,0%,0%,0%,0%,40%
42120,45%,15%,0%,0%,0%,0%,0%,0%,0%,0%,40%
43575,0%,0%,0%,0%,0%,0%,0%,15%,0%,35%,50%
58312,25%,0%,0%,0%,0%,15%,35%,0%,0%,0%,25%
36308,0%,0%,0%,0%,0%,0%,55%,0%,0%,25%,20%
57437,5%,0%,50%,25%,0%,0%,0%,0%,0%,0%,20%
42962,0%,15%,0%,0%,0%,0%,35%,0%,0%,0%,50%
54420,0%,50%,0%,0%,0%,0%,0%,5%,0%,0%,45%
57637,0%,0%,0%,0%,45%,0%,0%,0%,10%,0%,45%
38382,0%,0%,0%,30%,0%,0%,0%,40%,0%,0%,30%
56640,0%,0%,0%,0%,0%,70%,0%,0%,0%,0%,30%
59601,0%,10%,0%,0%,0%,50%,0%,5%,0%,0%,35%
59809,15%,0%,0%,60%,0%,0%,10%,0%,0%,0%,15%
44533,0%,40%,0%,15%,0%,0%,0%,0%,0%,0%,45%
